State,Year,Murder Rate,Robbery Rate
 Wyoming,2005,           2.8,          15.3
 Wyoming,2006,           2.5,          14.0
 Wyoming,2007,           4.0,          16.1
 Wyoming,2008,           2.3,          16.3
 Wyoming,2009,           2.0,          14.3
 Wyoming,2010,           1.4,          13.6
 Wyoming,2011,           3.2,          12.5
 Wyoming,2012,           2.4,          10.6
 United States-Total,1960,           5.1,          60.1
 United States-Total,1961,           4.8,          58.3
 United States-Total,1962,           4.6,          59.7
 United States-Total,1963,           4.6,          61.8
 United States-Total,1964,           4.9,          68.2
 United States-Total,1965,           5.1,          71.7
 United States-Total,1966,           5.6,          80.8
 United States-Total,1967,           6.2,         102.8
 United States-Total,1968,           6.9,         131.8
 United States-Total,1969,           7.3,         148.4
 United States-Total,1970,           7.9,         172.1
 United States-Total,1971,           8.6,         188.0
 United States-Total,1972,           9.0,         180.7
 United States-Total,1973,           9.4,         183.1
 United States-Total,1974,           9.8,         209.3
 United States-Total,1975,           9.6,         220.8
 United States-Total,1976,           8.7,         199.3
 United States-Total,1977,           8.8,         190.7
 United States-Total,1978,           9.0,         195.8
 United States-Total,1979,           9.8,         218.4
 United States-Total,1980,          10.2,         251.1
 United States-Total,1981,           9.8,         258.4
 United States-Total,1982,           9.1,         238.8
 United States-Total,1983,           8.3,         216.7
 United States-Total,1984,           7.9,         205.7
 United States-Total,1985,           8.0,         209.3
 United States-Total,1986,           8.6,         226.0
 United States-Total,1987,           8.3,         213.7
 United States-Total,1988,           8.5,         222.1
 United States-Total,1989,           8.7,         234.3
 United States-Total,1990,           9.4,         256.3
 United States-Total,1991,           9.8,         272.7
 United States-Total,1992,           9.3,         263.7
 United States-Total,1993,           9.5,         256.0
 United States-Total,1994,           9.0,         237.8
 United States-Total,1995,           8.2,         220.9
 United States-Total,1996,           7.4,         201.9
 United States-Total,1997,           6.8,         186.2
 United States-Total,1998,           6.3,         165.5
 United States-Total,1999,           5.7,         150.1
 United States-Total,2000,           5.5,         145.0
 United States-Total,2001,           5.6,         148.5
 United States-Total,2002,           5.6,         146.1
 United States-Total,2003,           5.7,         142.5
 United States-Total,2004,           5.5,         136.7
 United States-Total,2005,           5.6,         140.8
 United States-Total,2006,           5.8,         150.0
 United States-Total,2007,           5.7,         148.3
 United States-Total,2008,           5.4,         145.9
 United States-Total,2009,           5.0,         133.1
 United States-Total,2010,           4.8,         119.3
 United States-Total,2011,           4.7,         113.9
 United States-Total,2012,           4.7,         112.9
